23,"Experiences, Enablers, and Challenges in Service Delivery and Integration of COVID-19 Vaccines: A Rapid Systematic Review","The COVID-19 vaccination is a crucial public health intervention for controlling the spread and severity of the SARS-CoV2 virus. COVID-19 vaccines have been developed in record time, but their deployment has varied across countries, owing to differences in health system capacity, demand for the vaccine, and purchasing power of countries. The aim of this rapid review is to summarize and synthesize experiences on COVID-19 vaccine service delivery and integration to inform future COVID-19 vaccination programming and contribute to the knowledge base for future pandemic management. A systematic search was conducted in PubMed, Scopus, and Global Index Medicus databases. Twenty-five studies were included in the analysis. Included studies spanned nine countries where COVID-19 vaccines were delivered through mass, mobile, and fixed-post vaccination service delivery models. There was limited evidence of integrating COVID-19 vaccines into routine services for pregnant women, people who inject drugs, and leveraging existing health programs to deliver COVID-19 vaccines to the general population. Common challenges reported were vaccine skepticism, lack of adequate health workers, and linguistic barriers to access. Partnerships with a variety of stakeholders and the involvement of volunteers were vital in overcoming barriers and contributed to the efficient functioning of COVID-19 vaccination programs.","Nabia S; Wonodi CB; Vilajeliu A; Sussman S; Olson K; Cooke R; Udayakumar K; Twose C; Ezeanya N; Adefarrell AA; Lindstrand A",2023
24,"Post-Mastectomy Breast Reconstruction Disparities: A Systematic Review of Sociodemographic and Economic Barriers","Breast reconstruction (BR) following mastectomy is a well-established beneficial medical intervention for patient physical and psychological well-being. Previous studies have emphasized BR as the gold standard of care for breast cancer patients requiring surgery. Multiple policies have improved BR access, but there remain social, economic, and geographical barriers to receiving reconstruction. Threats to equitable healthcare for all breast cancer patients in America persist despite growing awareness and efforts to negate these disparities. This systematic review assessed sociodemographic and economic barriers affecting access to post-mastectomy breast reconstruction. Following PRISMA 2020 guidelines, searches were conducted in PubMed, Web of Science, and Ovid Medline for studies published between 2004 and 2024. A total of 1756 references were identified, and after screening and eligibility assessment, 70 studies were included in the final review. Findings indicate that federal mandates have improved access to breast reconstruction, particularly for younger, White, privately insured, and urban-located patients. However, persistent disparities remain among racial and ethnic minorities, lower-income populations, rural communities, and individuals relying on public insurance. The review highlights that research remains limited beyond commonly reported disparity metrics and calls for future studies to examine additional contributing factors and develop strategies to eliminate barriers to equitable access to breast reconstruction.","Vangsness KL; Juste J; Sam AP; Munabi N; Chu M; Agko M; Chang J; Carre AL",2024
25,"Dietary Patterns before and during Pregnancy and Risk of Gestational Diabetes Mellitus: A Systematic Review","This systematic review was conducted as part of the U.S. Department of Agriculture and Department of Health and Human Services Pregnancy and Birth to 24 Months Project to examine the relationship between dietary patterns before and during pregnancy and the risk of gestational diabetes mellitus (GDM). Literature searches identified 10 prospective cohort studies and 1 pilot randomized controlled trial published between 1998 and 2016. The evidence suggests that dietary patterns before pregnancy that are higher in vegetables, fruits, whole grains, nuts, legumes, and fish, and lower in red and processed meats, are associated with a reduced risk of GDM. Greater adherence to protective dietary patterns was associated with a 24% to 56% reduction in GDM risk, whereas adherence to detrimental dietary patterns increased risk by 23% to 63%. Findings regarding dietary patterns during pregnancy were mixed and insufficient to establish a clear association with GDM risk. Most studies were conducted among healthy Caucasian women with access to healthcare, limiting generalizability to minority and lower socioeconomic status populations. Overall, the review concluded that there is limited but consistent evidence supporting the role of healthy dietary patterns before pregnancy in reducing the risk of gestational diabetes mellitus.","Raghavan R; Dreibelbis C; Kingshipp BJ; Wong YP; Terry N; Abrams B; Bartholomew A; Bodnar LM; Gernand A; Rasmussen K; Siega-Riz AM; Stang JS; Casavale KO; Spahn JM; Stoody E",2019
26,"Dietary Patterns before and during Pregnancy and Risk of Hypertensive Disorders of Pregnancy: A Systematic Review","This systematic review was conducted as part of the U.S. Department of Agriculture and Department of Health and Human Services Pregnancy and Birth to 24 Months Project to examine the relationship between dietary patterns before and during pregnancy and the risk of hypertensive disorders of pregnancy. The review found limited evidence among healthy Caucasian women with access to healthcare suggesting that dietary patterns higher in vegetables, fruits, whole grains, nuts, legumes, fish, and vegetable oils, and lower in meat and refined grains, are associated with a reduced risk of hypertensive disorders of pregnancy, including preeclampsia and gestational hypertension. However, not all dietary components were associated with all hypertensive disorders. The evidence was considered insufficient to estimate associations in minority women and women of lower socioeconomic status due to limited available data. Overall, the findings support the potential protective role of healthy dietary patterns before and during pregnancy against hypertensive disorders of pregnancy, although further research is needed in more diverse populations.","Raghavan R; Dreibelbis C; Kingshipp BJ; Wong YP; Terry N; Abrams B; Bartholomew A; Bodnar LM; Gernand A; Rasmussen K; Siega-Riz AM; Stang JS; Casavale KO; Spahn JM; Stoody E",2019
27,"The social determinants of health and health outcomes among adults during the COVID-19 pandemic: A systematic review","This systematic review aimed to synthesize the best available evidence on the relationship between the social determinants of health and health outcomes among adults during the COVID-19 pandemic. A three-step search strategy was conducted across MEDLINE, CINAHL, EMBASE, Google Scholar, and other sources to identify published and unpublished studies. Fifteen papers met the inclusion criteria and were analyzed using JBI meta-synthesis methodology. The review identified three main conclusions: (1) vulnerable population groups, particularly racial minorities and individuals with low incomes, were disproportionately affected by COVID-19 and experienced higher rates of infection and mortality; (2) gender inequalities and family violence were exacerbated during the pandemic, negatively affecting the wellbeing of women; and (3) COVID-19 intensified existing social determinants of health through unemployment, income loss, reduced access to healthcare, housing instability, homelessness, and challenges related to physical distancing. The findings highlight the need for reflection on social and health policies to prevent the pandemic from further worsening health inequalities in the future.","Green H; Fernandez R; MacPhail C",2021
28,"Restarting pre-exposure prophylaxis (PrEP) for HIV: a systematic review and meta-analysis","This systematic review and meta-analysis examined the proportion of individuals who restart HIV pre-exposure prophylaxis (PrEP) after discontinuation, as well as the reasons for restarting. Searches were conducted across multiple databases and grey literature sources through February 2024. Thirty unique studies were included, with 27 studies contributing data to the meta-analysis. Overall, 23.8% (95% CI: 15.9–32.7) of individuals who stopped PrEP subsequently restarted it. Restart rates varied substantially across countries and populations, with lower proportions observed in middle-income countries compared to high-income countries, and higher rates reported in African settings and among heterosexual populations. Common reasons for restarting PrEP included an increased perceived risk of HIV acquisition and the removal of barriers to accessing PrEP. No studies evaluated specific interventions designed to support PrEP restarting. The findings highlight the importance of understanding the motivations, contextual factors, and support systems that influence PrEP re-engagement among individuals who remain at risk of HIV infection.","Kiggundu R; Soh QR; Tieosapjaroen W; Fairley CK; Tucker JD; Tang W; Zhang L; Ong JJ",2024
29,"HIV Preexposure Prophylaxis and Treatment as Prevention - Beliefs and Access Barriers in Men Who Have Sex With Men (MSM) and Transgender Women: A Systematic Review","This systematic review examined factors influencing attitudes and beliefs about HIV preexposure prophylaxis (PrEP) and treatment as prevention (TasP), as well as barriers to PrEP uptake among men who have sex with men (MSM) and transgender women. Using MeSH terms and relevant keywords, studies published between 2010 and 2019 were identified through four literature databases. The review found several prominent themes affecting HIV prevention behaviors. Key barriers included lack of awareness and insufficient knowledge about PrEP and TasP, structural barriers to healthcare access, geographic isolation, sexual minority and HIV-related stigma, internalized homonegativity, and misinterpretations of HIV prevention messages. The quality of relationships with healthcare providers was also found to significantly influence access to and acceptance of HIV prevention strategies. Additionally, variability in beliefs regarding the effectiveness of TasP negatively affected the impact of public health messaging campaigns. The review concluded that, despite increasing PrEP use among at-risk populations, substantial barriers remain that limit broader acceptance and uptake, potentially delaying progress toward reducing HIV transmission.","Matacotta JJ; Rosales-Perez FJ; Carrillo CM",2020
30,"Racial disparities in uterine fibroids and endometriosis: a systematic review and application of social, structural, and political context","This systematic review examined racial disparities in the prevalence and outcomes of uterine fibroids and endometriosis in the United States, while incorporating social, structural, and political contexts as underlying causes of health inequities between Black and White women. The review found that uterine fibroids consistently have a higher prevalence among Black women compared to White women, although the magnitude of the disparity varies depending on the study population and diagnostic criteria. In contrast, the prevalence of endometriosis was generally similar or lower among Black women. The findings suggest that Black women are disproportionately exposed throughout their lives to social, environmental, and structural factors that may contribute to higher incidence, prevalence, and severity of uterine fibroids. Although evidence does not indicate racial differences in the incidence of endometriosis, Black women affected by either condition experience worse clinical and surgical outcomes than their White counterparts. The review concludes that these disparities are linked to unequal exposure to risk factors, inadequate access to quality healthcare and specialized gynecologic services, as well as bias and discrimination within healthcare systems. Addressing these inequities will require policy changes, education, and healthcare programs that promote culturally and structurally competent care.","Katon JG; Plowden TC; Marsh EE",2023
31,"Neuromyelitis Optica Spectrum Disorders in Africa: A Systematic Review","Neuromyelitis optica (NMO) is an inflammatory disease of the central nervous system that primarily affects the optic nerves and spinal cord and is more common in Asian and African populations than in European populations. This systematic review aimed to collect and analyze published data on neuromyelitis optica spectrum disorders (NMOSD) in Africa, identify challenges in diagnosis and management, and discuss opportunities for future research, education, and policy development. A systematic search conducted in January 2021 identified 19 eligible studies reporting a total of 410 NMOSD cases from 10 African countries, with nearly half originating from North Africa. The mean age at diagnosis was 33 years, and 75% of patients were female. The most common presenting symptoms were transverse myelitis followed by optic neuritis. Many patients experienced relapses, which were typically treated with intravenous methylprednisolone, while azathioprine and corticosteroids were the most frequently used maintenance therapies. The review highlighted significant gaps in epidemiological data, limited reporting from most African countries, and insufficient documentation of patient outcomes. The authors advocate for improved data collection systems, expanded research capacity, and better access to diagnostics, treatment, and rehabilitation services for individuals affected by NMOSD across Africa.","Musubire AK; Derdelinckx J; Reynders T; Meya DB; Bohjanen PR; Cras P; Willekens B",2021
32,"Women's access and provider practices for the case management of malaria during pregnancy: a systematic review and meta-analysis","This systematic review and meta-analysis examined women's access to malaria treatment during pregnancy and healthcare providers' adherence to World Health Organization (WHO) recommendations for malaria case management. WHO recommends prompt diagnosis and treatment with quinine plus clindamycin during the first trimester and artemisinin-based combination therapies in later trimesters. The review included 37 studies conducted in Africa, Asia, Yemen, and Brazil. Findings showed that between one-quarter and three-quarters of pregnant women reported malaria episodes, and more than 85% sought treatment. However, barriers to access included limited knowledge regarding drug safety, treatment costs, and self-medication practices. Factors influencing treatment-seeking behavior included education level, previous miscarriage experience, and antenatal care attendance. Among healthcare providers, reliance on clinical diagnosis without laboratory confirmation and poor adherence to treatment guidelines were common, particularly during the first trimester of pregnancy. Prescribing practices were influenced by concerns about drug safety, patient preferences, medication availability, and cost. Provider adherence was associated with access to training and the type of healthcare facility. The review concluded that significant gaps remain in malaria case management during pregnancy and emphasized the need for improved provider training, quality improvement interventions, and better access to information for pregnant women regarding safe antimalarial drug use throughout pregnancy.","Hill J; D'Mello-Guyett L; Hoyt J; van Eijk AM; ter Kuile FO; Webster J",2014
33,"A mixed methods systematic review of success factors of mhealth and telehealth for maternal health in Sub-Saharan Africa","Access to healthcare remains limited for many women in Sub-Saharan Africa (SSA), contributing significantly to maternal mortality and morbidity. This mixed methods systematic review aimed to synthesize empirical evidence on the factors that contribute to the successful implementation and use of mHealth and telehealth interventions to improve access to maternal healthcare in the region. Using a methodology based on Cochrane Collaboration guidelines, a comprehensive search across six databases identified 93 articles, of which seven studies met the inclusion criteria. Most studies focused on mHealth interventions. Based on the framework proposed by Broens et al., the review identified five categories of success factors: (1) technological factors, including technical support, reliable network coverage, energy availability, and user-friendly systems; (2) user acceptance, influenced by perceived usefulness, unrestricted device use, literacy levels, and prior experience with technology; (3) availability of short- and long-term funding; (4) organizational factors, such as effective health system organization and coordination of interventions; and (5) political and legislative support, particularly strong government commitment to scaling up technology deployment. The review concluded that mHealth and telehealth are promising strategies for reducing maternal morbidity and mortality in SSA, but evidence on how to successfully scale these interventions remains limited. The identified success factors provide important guidance for the design, implementation, and sustainability of maternal health technologies in the region.","Ag Ahmed MA; Gagnon MP; Hamelin-Brabant L; Mbemba GIC; Alami H",2017
